Loại hình nhà ở,Diện tích,Mặt tiền,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
Chung cư,55 m²,,"1,85 tỷ",,1 phòng,1 phòng,,,,,,31/10/2023,10/11/2023,Tin thường,"Dự án Fuji Residence, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"3,05 tỷ",,2 phòng,2 phòng,,,,,,23/10/2023,02/11/2023,Tin thường,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,50 m²,,"1,7 tỷ",,2 phòng,1 phòng,Đã có sổ hồng.,,Đông,,,23/10/2023,02/11/2023,Tin thường,"Dự án Sky 9, Đường 1, Phường Phú Hữu, Quận 9, Hồ Chí Minh."
Chung cư,49 m²,,"1,6 tỷ",,1 phòng,1 phòng,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Thủ Thiêm Garden, Đường Liên Phường, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,97 m²,,"2,47 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,Bắc,,23/10/2023,02/11/2023,Tin thường,"Dự án The Eastern, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,65 m²,,"1,93 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Bắc,Nam,,23/10/2023,02/11/2023,Tin thường,"Dự án Sky 9, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,69 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,74 m²,,2 tỷ,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Man Thiện, Đường Man Thiện, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh"
Chung cư,76 m²,,"3,2 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,67 m²,,"1,63 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán.,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Topaz Home 2, Đường 154, Phường Tân Phú, Quận 9, Hồ Chí Minh"
Chung cư,55 m²,,"1,98 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Đông - Nam,,30/10/2023,09/11/2023,Tin thường,"Dự án Fuji Residence, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,68 m²,,"2,5 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,,,,,30/10/2023,09/11/2023,Tin thường,"Centum Wealth, số 2A, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,88 m²,,"6,06 tỷ",,1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh"
Chung cư,34 m²,,"1,76 tỷ",,,,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
Chung cư,80 m²,,"4,9 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh"
Chung cư,75 m²,,"2,2 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Bắc,Nam,,24/10/2023,03/11/2023,Tin thường,"Dự án Sky 9, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,63 m²,,"1,9 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông,Tây,,24/10/2023,08/11/2023,Tin thường,"Dự án Sky 9, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,63 m²,,"1,92 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông,Tây,,24/10/2023,08/11/2023,Tin thường,"Dự án Sky 9, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,54 m²,,Thỏa thuận,,1 phòng,,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Bình, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"3,9 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Đông,Đông,,30/10/2023,09/11/2023,Tin thường,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
Chung cư,60 m²,,"2,9 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Bắc,Đông,,30/10/2023,09/11/2023,Tin thường,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
Chung cư,"81,5 m²",,"3,25 tỷ",,3 phòng,2 phòng,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,74 m²,,"3,88 tỷ",,2 phòng,,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,62 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Tây - Bắc,Đông - Nam,,30/10/2023,09/11/2023,Tin thường,"Flora Anh Đào, 619, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,59 m²,,"2,39 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"2,2 tỷ",,2 phòng,,Sổ đỏ/ Sổ hồng,,,,,30/10/2023,29/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,52 m²,,"1,8 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Tây - Bắc,Đông - Nam,,30/10/2023,09/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,103 m²,,"4,1 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,30 m²,,"1,3 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,113 m²,,"3,8 tỷ",,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,Đông - Bắc,,30/10/2023,09/11/2023,Tin thường,"Dự án Căn hộ Ricca Quận 9, Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,50 m²,,3 tỷ,,1 phòng,,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,67 m²,,"2,6 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Tây - Bắc,Đông - Nam,,28/10/2023,07/11/2023,Tin thường,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,76 m²,,"3,4 tỷ",,2 phòng,2 phòng,Đã có sổ Hồng,Full,Đông,Tây,,30/10/2023,09/11/2023,Tin thường,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,60 m²,,3 tỷ,,2 phòng,2 phòng,,Cơ bản,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
Chung cư,48 m²,,"1,92 tỷ",,1 phòng,1 phòng,Sổ hồng,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Căn hộ Hausneo, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"3,3 tỷ",,2 phòng,2 phòng,Sổ Hồng,Full,Đông - Nam,Tây - Bắc,,30/10/2023,09/11/2023,Tin thường,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,68 m²,,"1,6 tỷ",,3 phòng,2 phòng,,,Nam,Bắc,,30/10/2023,09/11/2023,Tin thường,"Dự án Topaz Home 2, Đường 154, Phường Tân Phú, Quận 9, Hồ Chí Minh"
Chung cư,64 m²,,"2,3 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Thủ Thiêm Garden, Đường Liên Phường, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,30 m²,,"1,33 tỷ",,,1 phòng,Hợp đồng mua bán,Cơ bản,Đông - Nam,Tây - Bắc,,26/10/2023,05/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,"52,27 m²",,"3,1 tỷ",,,,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,69 m²,,"2,8 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,58 m²,,"1,7 tỷ",,2 phòng,2 phòng,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án 9 View Apartment, Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,67 m²,,"2,4 tỷ",,2 phòng,2 phòng,Đang chờ sổ,Không nội thất,Đông - Nam,Tây - Bắc,,30/10/2023,09/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,40 m²,,"1,02 tỷ",,,1 phòng,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Ehome S, Đường Đỗ Xuân Hợp, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,74 m²,,4 tỷ,,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Đông - Nam,,,28/10/2023,07/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,87 m²,,"2,6 tỷ",,3 phòng,2 phòng,,Nội thất cơ bản,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Thủ Thiêm Garden, Đường Liên Phường, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,90 m²,,"2,9 tỷ",,3 phòng,2 phòng,,,,,,30/10/2023,09/11/2023,Tin thường,"Centum Wealth, 2A, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,57 m²,,"2,15 tỷ",,2 phòng,1 phòng,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Centum Wealth, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,65 m²,,"1,8 tỷ",,2 phòng,2 phòng,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,69 m²,,"2,35 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,,28/10/2023,07/11/2023,Tin thường,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,59 m²,,"1,95 tỷ",,2 phòng,1 phòng,Hợp đồng mua bán,Không nội thất,,,,26/10/2023,10/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,58 m²,,"1,7 tỷ",,2 phòng,2 phòng,,,,,,19/10/2023,29/10/2023,Tin VIP Bạc,"Dự án 9 View Apartment, Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,58 m²,,"1,75 tỷ",,2 phòng,2 phòng,,Full.,Tây - Bắc,Đông - Nam,,28/10/2023,04/11/2023,Tin VIP Bạc,"Dự án 9 View Apartment, Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh."
Chung cư,100 m²,,"6,9 tỷ",,3 phòng,3 phòng,Hợp đồng mua bán,Đầy đủ,Đông - Nam,Đông - Nam,,28/10/2023,04/11/2023,Tin VIP Bạc,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,68 m²,,"2,5 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,25/10/2023,04/11/2023,Tin VIP Bạc,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,"82,5 m²",,"37,8 triệu/m²",,3 phòng,,,,,,,25/10/2023,01/11/2023,Tin VIP Bạc,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"2,5 tỷ",,2 phòng,2 phòng,Đã có sổ hồng,Đầy đủ,,,,27/10/2023,06/11/2023,Tin VIP Bạc,"Dự án The Art Gia Hòa, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,55 m²,,"2,9 tỷ",,1 phòng,,Hợp đồng mua bán,Đầy đủ,Đông - Bắc,Tây - Nam,,27/10/2023,03/11/2023,Tin VIP Bạc,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,68 m²,,"1,81 tỷ",,2 phòng,2 phòng,Đầy đủ,Đầy đủ,,,,27/10/2023,06/11/2023,Tin VIP Bạc,"Dự án 9 View Apartment, Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,69 m²,,"2,48 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,23/10/2023,30/10/2023,Tin VIP Bạc,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"2,55 tỷ",,2 phòng,2 phòng,,Đầy đủ,,,,27/10/2023,06/11/2023,Tin VIP Bạc,"Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,56 m²,,"1,65 tỷ",,,,,,,,,18/10/2023,02/11/2023,Tin VIP Bạc,"Dự án Căn hộ Ricca Quận 9, Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,68 m²,,"2,48 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,Tây - Bắc,Đông - Nam,,21/10/2023,31/10/2023,Tin VIP Bạc,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,135 m²,,"4,05 tỷ",,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,26/10/2023,02/11/2023,Tin VIP Bạc,"Dự án TDH – Phước Bình, Đường 6D, Phường Phước Bình, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"2,63 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,26/10/2023,05/11/2023,Tin VIP Bạc,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"2,8 tỷ",,2 phòng,2 phòng,,,,,,26/10/2023,02/11/2023,Tin VIP Bạc,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,46 m²,,"1,18 tỷ",,1 phòng,1 phòng,Chưa có sổ,,Đông - Nam,Tây - Bắc,,26/10/2023,02/11/2023,Tin VIP Bạc,"Dự án Sky 9, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh."
Chung cư,67 m²,,"2,15 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Tây - Bắc,,,26/10/2023,10/11/2023,Tin VIP Bạc,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,"53,8 m²",,"2,88 tỷ",,1 phòng,1 phòng,,,Đông - Nam,Đông - Nam,,25/10/2023,01/11/2023,Tin VIP Bạc,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,"73,91 m²",,4 tỷ,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Tây - Bắc,Đông - Nam,,25/10/2023,01/11/2023,Tin VIP Bạc,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"2,9 tỷ",,2 phòng,,,,Đông - Nam,,,25/10/2023,01/11/2023,Tin VIP Bạc,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,220 m²,,18 tỷ,,,,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,67 m²,,"2,3 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
Chung cư,150 m²,,"12,3 tỷ",,,,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,115 m²,,"4,05 tỷ",,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất hoàn thiện cơ bản.,Đông - Nam,Tây - Bắc,,30/10/2023,09/11/2023,Tin thường,"Dự án Căn hộ Ricca Quận 9, Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,50 m²,,"2,1 tỷ",,1 phòng,1 phòng,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"2,9 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,30/10/2023,09/11/2023,Tin thường,"Dự án The Art Gia Hòa, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,65 m²,,"2,4 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Fuji Residence, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,71 m²,,"2,9 tỷ",,2 phòng,2 phòng,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,72 m²,,"2,9 tỷ",,2 phòng,2 phòng,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,48 m²,,"1,89 tỷ",,1 phòng,1 phòng,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Căn hộ Hausneo, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,67 m²,,"2,48 tỷ",,2 phòng,2 phòng,,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Căn hộ Hausneo, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,3 tỷ,,2 phòng,2 phòng,,,Đông - Nam,Tây - Bắc,,30/10/2023,09/11/2023,Tin thường,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,59 m²,,"2,17 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Tây - Nam,Đông - Bắc,,30/10/2023,09/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,58 m²,,"1,9 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,25/10/2023,04/11/2023,Tin thường,"Dự án 9 View Apartment, Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,58 m²,,"1,8 tỷ",,2 phòng,2 phòng,,Full,Đông - Bắc,Tây - Nam,,30/10/2023,09/11/2023,Tin thường,"Dự án 9 View Apartment, Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,67 m²,,"2,59 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,73 m²,,Thỏa thuận,,2 phòng,2 phòng,Hợp đồng mua bán,Không nội thất,,,,30/10/2023,29/11/2023,Tin thường,"Dự án Green Building, Phố Nam Hòa, Phường Phước Long A, Quận 9, Hồ Chí Minh"
Chung cư,40 m²,,"1,35 tỷ",,2 phòng,1 phòng,Đang chờ sổ,Nội thất đầy đủ,Nam,Bắc,,19/10/2023,18/11/2023,Tin thường,"Dự án Ehome S, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,48 m²,,"1,92 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Căn hộ Hausneo, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"2,48 tỷ",,2 phòng,2 phòng,Sổ hồng.,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Căn hộ Hausneo, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,52 m²,,2 tỷ,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,30/10/2023,09/11/2023,Tin thường,"Dự án Căn hộ Ricca Quận 9, Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,72 m²,,4 tỷ,,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Đông - Bắc,Đông - Bắc,,29/10/2023,08/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,64 m²,,"2,3 tỷ",,2 phòng,2 phòng,Chưa có sổ,Full nt,Đông - Nam,Đông - Nam,,29/10/2023,08/11/2023,Tin thường,"Dự án Thủ Thiêm Garden, Đường Liên Phường, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,65 m²,,"2,3 tỷ",,2 phòng,2 phòng,Đã có sổ,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Fuji Residence, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,67 m²,,"1,72 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán.,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Topaz Home 2, Đường 154, Phường Tân Phú, Quận 9, Hồ Chí Minh"
Chung cư,68 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,Tây - Bắc,,27/10/2023,06/11/2023,Tin thường,"Dự án Him Lam Phú An, Đường Thủy Lợi, Phường Phước Long A, Quận 9, Hồ Chí Minh"
Chung cư,61 m²,,"2,55 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Bắc,Đông - Bắc,,29/10/2023,08/11/2023,Tin thường,"Dự án The Art Gia Hòa, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,67 m²,,"2,59 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,"54,8 m²",,"1,95 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,,,29/10/2023,13/11/2023,Tin thường,"Dự án TDH – Phước Bình, Đường 6D, Phường Phước Bình, Quận 9, Hồ Chí Minh"
Chung cư,67 m²,,Thỏa thuận,,2 phòng,2 phòng,,,,,,25/10/2023,04/11/2023,Tin thường,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
Chung cư,67 m²,,Thỏa thuận,,2 phòng,2 phòng,,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
Chung cư,60 m²,,"2,35 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Đông - Nam,Đông - Nam,,29/10/2023,08/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,50 m²,,"1,86 tỷ",,1 phòng,1 phòng,,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Căn hộ Hausneo, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
