Loại hình nhà ở,Diện tích (m²),Chiều rộng (m),Chiều dài (m),Mặt tiền (m),Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào (m),Ngày đăng,Ngày hết hạn,Loại tin,Tên dự án,Đường/Phố,Phường/Xã/Thị trấn,Quận/Huyện,Tỉnh thành,Mức giá (tỷ)
"Nhà ngõ, hẻm",203,,,,1,,Nhiều hơn 6 phòng,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Số 4,Phường Tăng Nhơn Phú B,TP Thủ Đức,TP Hồ Chí Minh,6.7
"Nhà ngõ, hẻm",34,,,,2,3,2,Đã có sổ,,,,,10/11/2023,,,,Đường Bình Đông,Phường 14,Quận 8,TP Hồ Chí Minh,2.5
"Nhà ngõ, hẻm",24.5,,,,3,2,3,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Hẻm 120 Nguyễn Công Hoan,Phường 7,Phú Nhuận,TP Hồ Chí Minh,3.8
Nhà mặt phố,65,,,,3,4,4,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Đường số 10,Phường Hiệp Bình Phước,TP Thủ Đức,TP Hồ Chí Minh,6
"Nhà ngõ, hẻm",79,,,,2,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Thoại Ngọc Hầu,Phường Phú Thạnh,Tân Phú,TP Hồ Chí Minh,6.9
"Nhà ngõ, hẻm",80,,,,,5,,,,,,,10/11/2023,,,,Xô Viết Nghệ Tĩnh,Phường 22,Bình Thạnh,TP Hồ Chí Minh,9.79
"Nhà ngõ, hẻm",34,4,,,,2,2,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Xô Viết Nghệ Tĩnh,Phường 26,Bình Thạnh,TP Hồ Chí Minh,1.75
Nhà mặt phố,80,,,,4,4,5,Đã có sổ,,Tây Nam,,,10/11/2023,,,,Đường Huỳnh Tấn Phát,Thị trấn Nhà Bè,Nhà Bè,TP Hồ Chí Minh,7.19
Nhà biệt thự,75,,,,5,5,6,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Tân Chánh Hiệp 10,Phường Tân Chánh Hiệp,Quận 12,TP Hồ Chí Minh,7.88
"Nhà ngõ, hẻm",62,4,15,,1,3,,,,,,,10/11/2023,,,,Đường Phạm Thế Hiển,Phường 6,Quận 8,TP Hồ Chí Minh,1.23
"Nhà ngõ, hẻm",83,,,,,1,1,,,,,,10/11/2023,,,,Lạc Long Quân,Phường 3,Quận 11,TP Hồ Chí Minh,7.3
"Nhà ngõ, hẻm",58,,,,4,4,4,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Hẻm 19 Liên khu 8-9,Phường Bình Hưng Hoà A,Bình Tân,TP Hồ Chí Minh,5.3
Nhà mặt phố,56,4,,,4,4,4,,,Đông Bắc,,,10/11/2023,,,,Phan Văn Hớn,Xã Bà Điểm,Hóc Môn,TP Hồ Chí Minh,1.85
"Nhà ngõ, hẻm",53,4.4,12,,,5,6,Đã có sổ,,,,,10/11/2023,,,,ĐƯỜNG SỐ 9,Phường 9,Gò Vấp,TP Hồ Chí Minh,7
Nhà mặt phố,113,,,,2,4,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Linh Đông,Phường Linh Đông,TP Thủ Đức,TP Hồ Chí Minh,13
"Nhà ngõ, hẻm",60,,,,,5,,,,,,,10/11/2023,,,,Đường Xóm Chiếu,Phường 16,Quận 4,TP Hồ Chí Minh,6.1
"Nhà ngõ, hẻm",60,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Huỳnh Tấn Phát,Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,3.95
"Nhà ngõ, hẻm",60,3,,,,2,,,,,,,10/11/2023,,,,"24d, Cao Bá Nhạ",Phường Nguyễn Cư Trinh,Quận 1,TP Hồ Chí Minh,3.8
Nhà mặt phố,44,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Hương Lộ 3,Phường Bình Hưng Hòa,Bình Tân,TP Hồ Chí Minh,3.8
Nhà mặt phố,56,,,,1,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,lê lợi,Phường 4,Gò Vấp,TP Hồ Chí Minh,1.25
"Nhà ngõ, hẻm",38.4,,,,2,3,,Đã có sổ,Không có nội thất,Đông Bắc,,,10/11/2023,,,,5,Phường Linh Trung,TP Thủ Đức,TP Hồ Chí Minh,3.2
Nhà mặt phố,45,4,,,,2,1,Đã có sổ,,,,,10/11/2023,,,,"620/10D, Đào Sư Tích",Xã Phước Lộc,Nhà Bè,TP Hồ Chí Minh,1.6
"Nhà ngõ, hẻm",104,,,,2,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Nguyễn Phúc Chu,Phường 15,Tân Bình,TP Hồ Chí Minh,5.9
"Nhà ngõ, hẻm",30,4.5,7,,,3,3,,,,,,10/11/2023,,,,Đường Quang Trung,Phường 12,Gò Vấp,TP Hồ Chí Minh,3.45
Nhà mặt phố,25,,,,2,3,3,Đã có sổ,,Tây,,,10/11/2023,,,,Hẻm 157 Mai xuân Thưởng,Phường 4,Quận 6,TP Hồ Chí Minh,3.5
Nhà mặt phố,126,,,,2,2,2,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Phạm Thế Hiển,Phường 7,Quận 8,TP Hồ Chí Minh,7.3
"Nhà ngõ, hẻm",71,5,,,1,3,2,Đã có sổ,,,,,10/11/2023,,,,Đường Hậu Giang,Phường 12,Quận 6,TP Hồ Chí Minh,1.64
Nhà mặt phố,84,,,,4,4,5,Đã có sổ,,Tây Nam,,,10/11/2023,,,,Huỳnh Tấn Phát,Thị trấn Nhà Bè,Nhà Bè,TP Hồ Chí Minh,7.7
"Nhà ngõ, hẻm",42,,,,3,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Phạm Văn Chiêu,Phường 14,Gò Vấp,TP Hồ Chí Minh,2.59
"Nhà ngõ, hẻm",44,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Nghĩa Phát,Phường 7,Tân Bình,TP Hồ Chí Minh,3.4
Nhà mặt phố,68,,,,3,4,4,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Thạnh Xuân 38,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,4.25
"Nhà ngõ, hẻm",57,,,,1,3,2,Đã có sổ,Bàn giao thô,,,,10/11/2023,,,,Đoàn Văn Bơ,Phường 10,Quận 4,TP Hồ Chí Minh,1.1
Nhà biệt thự,50,,,,4,4,5,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Giảm Giá Cho Người Mua Nhanh,Phường 8,Gò Vấp,TP Hồ Chí Minh,6.5
Nhà mặt phố,98,,,,,1,,,,,,,10/11/2023,,,,Nguyễn Văn Trỗi,Phường 8,Phú Nhuận,TP Hồ Chí Minh,28
Nhà mặt phố,212,,,,,,,Đã có sổ,,,,,10/11/2023,,,,"88, 30/4",Phường Tân Thành,Tân Phú,TP Hồ Chí Minh,27
"Nhà ngõ, hẻm",96,4.8,,,1,2,1,Đã có sổ,,,,,10/11/2023,,,,Đường Tân Mỹ,Phường Tân Thuận Tây,Quận 7,TP Hồ Chí Minh,4.6
"Nhà ngõ, hẻm",42,,,,4,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Nguyễn Văn Lượng,Phường 17,Gò Vấp,TP Hồ Chí Minh,3.25
"Nhà ngõ, hẻm",31,,,,,2,2,,,,,,10/11/2023,,,,Phan Huy Ích,Phường 15,Tân Bình,TP Hồ Chí Minh,3
"Nhà ngõ, hẻm",47,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Phạm Văn Bạch,Phường 15,Tân Bình,TP Hồ Chí Minh,3
"Nhà ngõ, hẻm",30,,,,2,2,2,Đã có sổ,,Tây,,,10/11/2023,,,,Lê Thị Riêng,Phường Thới An,Quận 12,TP Hồ Chí Minh,2.25
"Nhà ngõ, hẻm",110,5,,,,2,1,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Đường Bùi Thị Lùng,Xã Thới Tam Thôn,Hóc Môn,TP Hồ Chí Minh,1.6
"Nhà ngõ, hẻm",56,4,,,,1,1,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Phan Văn Hớn,Xã Bà Điểm,Hóc Môn,TP Hồ Chí Minh,0.37
"Nhà ngõ, hẻm",17,,,,4,2,3,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Hoàng Hoa Thám,Phường 6,Bình Thạnh,TP Hồ Chí Minh,3.5
"Nhà ngõ, hẻm",57,,,,4,4,5,Đã có sổ,,Đông,,,10/11/2023,,,,TRần Hưng Đạo,Phường 1,Quận 5,TP Hồ Chí Minh,13.9
"Nhà ngõ, hẻm",65,,,,4,4,5,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Nguyễn Văn Lượng,Phường 17,Gò Vấp,TP Hồ Chí Minh,7.1
Nhà mặt phố,72,,,,1,3,2,Đã có sổ,,Tây Nam,,,10/11/2023,,,,Đoàn Nguyễn Tuấn,Xã Tân Quý Tây,Bình Chánh,TP Hồ Chí Minh,0.82
Nhà biệt thự,200,,,,3,6,6,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Bình Hưng,Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,42
Nhà mặt phố,100,,,,4,6,Nhiều hơn 6 phòng,Đã có sổ,,Đông Bắc,,,10/11/2023,,,,"121, Đường Số 1",Phường 5,Gò Vấp,TP Hồ Chí Minh,15.4
Nhà mặt phố,115,,,,1,2,1,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Kha Vạn Cân,Phường Linh Đông,TP Thủ Đức,TP Hồ Chí Minh,5.99
"Nhà ngõ, hẻm",35,,,,,4,3,Đã có sổ,,,,,10/11/2023,,,,"49/1, Tạ Quang Bửu",Phường 2,Quận 8,TP Hồ Chí Minh,3.48
Nhà mặt phố,72,,,,3,5,6,Đã có sổ,,Bắc,,,10/11/2023,,,,Đường Số 44,Phường 11,Quận 6,TP Hồ Chí Minh,8.29
Nhà mặt phố,290,,,,1,,6,,Có nội thất,Tây Bắc,,,10/11/2023,,,,Nguyễn Văn Bứa,Xã Xuân Thới Thượng,Hóc Môn,TP Hồ Chí Minh,0.54
"Nhà ngõ, hẻm",33,,,,2,2,2,Đã có sổ,,Nam,,,10/11/2023,,,,Đường Số 5A,Phường Bình Hưng Hoà A,Bình Tân,TP Hồ Chí Minh,2.6
Nhà mặt phố,55,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Trung Mỹ Tây 13,Phường Trung Mỹ Tây,Quận 12,TP Hồ Chí Minh,2.35
Nhà mặt phố,77,,,,4,7,Nhiều hơn 6 phòng,Đã có sổ,,Bắc,,,10/11/2023,,,,Ba Đình,Phường 8,Quận 8,TP Hồ Chí Minh,12.9
Nhà mặt phố,78,,,,3,5,3,Đã có sổ,,Tây,,,10/11/2023,,,,Phùng Tá Chu,Phường An Lạc A,Bình Tân,TP Hồ Chí Minh,10
"Nhà ngõ, hẻm",72,,,,4,5,5,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Hẻm 447 Bình Trị Đông,Phường Bình Trị Đông A,Bình Tân,TP Hồ Chí Minh,6
"Nhà ngõ, hẻm",60,5,,,2,3,3,,,Đông Nam,,,10/11/2023,,,,"449/??, Trường Chinh",Phường 14,Tân Bình,TP Hồ Chí Minh,6.8
Nhà mặt phố,168,6.5,,,,6,6,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Số 47,Phường Thảo Điền,TP Thủ Đức,TP Hồ Chí Minh,31
Nhà mặt phố,65,,,,3,6,6,Đã có sổ,,Tây Nam,,,10/11/2023,,,,"17, Đặng Lộ",Phường 7,Tân Bình,TP Hồ Chí Minh,12.5
Nhà mặt phố,136,,,,,4,,Đã có sổ,,,,,10/11/2023,,,,Trương Vĩnh Ký,Phường Tân Thành,Tân Phú,TP Hồ Chí Minh,22
Nhà mặt phố,55,,,,2,3,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Dương Đình Nghệ,Phường 8,Quận 11,TP Hồ Chí Minh,7
"Nhà ngõ, hẻm",60,,,,2,4,3,Đã có sổ,,,,,10/11/2023,,,,Nguyễn Văn Mai,Phường 9,Quận 3,TP Hồ Chí Minh,2.95
Nhà mặt phố,84,4,21,,,1,,,,,,,10/11/2023,,,,"19 Phan Phú Tiên, Phan Phú Tiên",Phường 10,Quận 5,TP Hồ Chí Minh,22
"Nhà ngõ, hẻm",178,6,,,,3,,Đã có sổ,,,,,10/11/2023,,,,Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,7
"Nhà ngõ, hẻm",80,4,,,,4,,Đã có sổ,,,,,10/11/2023,,,,Trường Chinh,Phường 15,Tân Bình,TP Hồ Chí Minh,6
Nhà phố liền kề,18,,,,2,2,2,Đã có sổ,,Đông,,,10/11/2023,,,,Đường Hậu Giang,Phường 12,Quận 6,TP Hồ Chí Minh,1.89
"Nhà ngõ, hẻm",59,4,14,,,5,,Đã có sổ,,,,,10/11/2023,,,,Phạm Ngũ Lão,Phường Phạm Ngũ Lão,Quận 1,TP Hồ Chí Minh,10.5
"Nhà ngõ, hẻm",27.9,,,,,2,2,,,,,,10/11/2023,,,,Đường Huỳnh Văn Nghệ,Phường 12,Gò Vấp,TP Hồ Chí Minh,2.98
Nhà mặt phố,49,,,,4,4,4,Đã có sổ,,Tây Bắc,,,10/11/2023,,,,Đường Huỳnh Tấn Phát,Thị trấn Nhà Bè,Nhà Bè,TP Hồ Chí Minh,4.9
Nhà mặt phố,80,4,,,,4,3,,Có nội thất,Tây Nam,,,10/11/2023,,,,"39, 84 Cao Lỗ",Phường 4,Quận 8,TP Hồ Chí Minh,10.8
Nhà mặt phố,72,,,,3,4,4,Đã có sổ,,Đông,,,10/11/2023,,,,Số 10,Phường 13,Quận 6,TP Hồ Chí Minh,10.20000001
"Nhà ngõ, hẻm",20,,,,3,3,2,Đã có sổ,,Đông Bắc,,,10/11/2023,,,,Đường Huỳnh Tấn Phát,Thị trấn Nhà Bè,Nhà Bè,TP Hồ Chí Minh,1.52
"Nhà ngõ, hẻm",64,4,16,,2,4,3,,,,,,10/11/2023,,,,Nguyễn Sỹ Sách,Phường 15,Tân Bình,TP Hồ Chí Minh,4.2
"Nhà ngõ, hẻm",54,3.6,,,5,6,6,Đã có sổ,,,,,10/11/2023,,,,Hẻm 15 A Lê Thánh Tôn,Phường Bến Nghé,Quận 1,TP Hồ Chí Minh,24
"Nhà ngõ, hẻm",29,3.06,,,3,3,2,Đã có sổ,,,,,10/11/2023,,,,Đường Tân Hòa Đông,Phường 14,Quận 6,TP Hồ Chí Minh,3.8
"Nhà ngõ, hẻm",60,4.4,16,,,4,,,,,,,10/11/2023,,,,Xô Viết Nghệ Tĩnh,Phường 26,Bình Thạnh,TP Hồ Chí Minh,8
Nhà mặt phố,105,,,,,3,,,,,,,10/11/2023,,,,Cộng Hòa,Phường 15,Tân Bình,TP Hồ Chí Minh,19.8
Nhà mặt phố,107,7,15.5,,,5,,,,,,,10/11/2023,,,,Lê Đức Thọ,Phường 7,Gò Vấp,TP Hồ Chí Minh,15
"Nhà ngõ, hẻm",51,,,,1,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Âu Dương Lân,Phường 2,Quận 8,TP Hồ Chí Minh,0.925
"Nhà ngõ, hẻm",25,,,,,2,,Đã có sổ,,,,,10/11/2023,,,,tân chánh hiệp 33,Phường Tân Chánh Hiệp,Quận 12,TP Hồ Chí Minh,1.7
"Nhà ngõ, hẻm",56,3.9,,,1,1,1,Đã có sổ,,,,,10/11/2023,,,,Đường Hoàng Xuân Nhị,Phường Phú Trung,Tân Phú,TP Hồ Chí Minh,3.8
"Nhà ngõ, hẻm",30,,,,4,4,3,Đã có sổ,,Đông Bắc,,,10/11/2023,,,,Bình,Phường 14,Quận 11,TP Hồ Chí Minh,5.65
"Nhà ngõ, hẻm",114,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Gò Cát,Phường Phú Hữu,TP Thủ Đức,TP Hồ Chí Minh,4.9
Nhà mặt phố,66,,,,3,6,3,Đã có sổ,,Đông,,,10/11/2023,,,,Đường Quang Trung P11 Gv,Phường 11,Gò Vấp,TP Hồ Chí Minh,10.5
"Nhà ngõ, hẻm",325,13,,,1,3,2,Đã có sổ,,,,,10/11/2023,,,,Đường Phan Đăng Lưu,Phường 6,Bình Thạnh,TP Hồ Chí Minh,45
"Nhà ngõ, hẻm",66,,,,5,3,4,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Cách mạng tháng 8,Phường 10,Quận 10,TP Hồ Chí Minh,8.9
"Nhà ngõ, hẻm",32.2,,,,2,2,2,Đã có sổ,,Tây,,,10/11/2023,,,,Liên Tỉnh 5,Phường 5,Quận 8,TP Hồ Chí Minh,3.3
"Nhà ngõ, hẻm",50,4,12.5,,,2,,,,,,,10/11/2023,,,,Đường số 6,Phường Linh Tây,TP Thủ Đức,TP Hồ Chí Minh,3.05
Nhà mặt phố,60.3,,,,,3,3,Đã có sổ,,,,,10/11/2023,,,,Hoàng Diệu,Phường 10,Phú Nhuận,TP Hồ Chí Minh,9.5
Nhà mặt phố,51,,,,4,4,5,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Hà Huy Giáp,Phường Thạnh Lộc,Quận 12,TP Hồ Chí Minh,5.6
"Nhà ngõ, hẻm",72,,,,,5,,Đã có sổ,,,,,10/11/2023,,,,Đường Bình Trị Đông,Phường Bình Trị Đông A,Bình Tân,TP Hồ Chí Minh,6.35
"Nhà ngõ, hẻm",97,,,,1,3,2,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Tỉnh lộ 8,Thị trấn Củ Chi,Củ Chi,TP Hồ Chí Minh,1.4
Nhà mặt phố,64,,,,,4,,,,,,,10/11/2023,,,,Đường số 10,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,7.6
"Nhà ngõ, hẻm",100,,,,5,4,5,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Gò Dầu,Phường Tân Quý,Tân Phú,TP Hồ Chí Minh,11
"Nhà ngõ, hẻm",60,,,,1,2,1,Đã có sổ,,Bắc,,,10/11/2023,,,,Đường Lê Thị Đảo,Xã Tân Thạnh Đông,Củ Chi,TP Hồ Chí Minh,1.65
"Nhà ngõ, hẻm",68,,,,,4,,,,,,,10/11/2023,,,,Đường Nguyễn Văn Dung,Phường 6,Gò Vấp,TP Hồ Chí Minh,8.2
"Nhà ngõ, hẻm",65,4.4,16,,,3,,,,,,,10/11/2023,,,,Lê Quang Định,Phường 7,Bình Thạnh,TP Hồ Chí Minh,13.7
"Nhà ngõ, hẻm",50,,,,1,2,1,Đã có sổ,,Bắc,,,10/11/2023,,,,Đường Nguyễn Thị Tú,Phường Bình Hưng Hoà B,Bình Tân,TP Hồ Chí Minh,1.75
"Nhà ngõ, hẻm",47,,,,,5,6,,,,,,10/11/2023,,,,Đường Trần Phú,Phường 4,Quận 5,TP Hồ Chí Minh,9.5
"Nhà ngõ, hẻm",50,,,,5,4,5,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Lê Đức Thọ,Phường 13,Gò Vấp,TP Hồ Chí Minh,5.4
Nhà mặt phố,66,3.6,,,1,2,1,,,Tây Nam,,,10/11/2023,,,,"468x, Đường Âu Cơ",Phường 10,Tân Bình,TP Hồ Chí Minh,10.4
"Nhà ngõ, hẻm",92,,,,2,4,4,Đã có sổ,,Tây Bắc,,,10/11/2023,,,,TL41,Phường Thạnh Lộc,Quận 12,TP Hồ Chí Minh,5.8
"Nhà ngõ, hẻm",45.2,,,,,3,,Đã có sổ,,,,,10/11/2023,,,,Đường Bà Lê Chân,Phường Tân Định,Quận 1,TP Hồ Chí Minh,2.69
"Nhà ngõ, hẻm",48,,,,,3,,Đã có sổ,,,,,10/11/2023,,,,Đường Trần Quý,Phường 6,Quận 11,TP Hồ Chí Minh,2.49
"Nhà ngõ, hẻm",39,5.5,7,,5,3,4,,,,,,10/11/2023,,,,Phạm Văn Hai,Phường 3,Tân Bình,TP Hồ Chí Minh,7.2
"Nhà ngõ, hẻm",42,4,13,,,5,6,,,,,,10/11/2023,,,,Trường Sa,Phường 3,Tân Bình,TP Hồ Chí Minh,6.9
Nhà mặt phố,165,5,33,,,2,,Đã có sổ,,,,,10/11/2023,,,,Nguyễn Thị Bàu,Xã Tân An Hội,Củ Chi,TP Hồ Chí Minh,0.63
"Nhà ngõ, hẻm",93,5,,,1,3,,Đã có sổ,,Đông,,,10/11/2023,,,,Nguyễn Văn Săng,Phường Tân Sơn Nhì,Tân Phú,TP Hồ Chí Minh,7
"Nhà ngõ, hẻm",55.9,,,,2,2,2,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Đường Lê Văn Quới,Phường Bình Trị Đông A,Bình Tân,TP Hồ Chí Minh,2.75
Nhà mặt phố,65,,,,2,3,3,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Đường Hậu Giang,Phường 3,Quận 6,TP Hồ Chí Minh,1.35
Nhà mặt phố,100,,,,,3,,,,,,,10/11/2023,,,,Nguyễn Trãi,Phường Nguyễn Cư Trinh,Quận 1,TP Hồ Chí Minh,23.9
Nhà mặt phố,92.6,5,,,,3,,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Đường Thạnh Xuân 21,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,7.5
"Nhà ngõ, hẻm",80.8,,,,,4,,Đã có sổ,,,,,10/11/2023,,,,Phan Huy Ích,Phường 14,Gò Vấp,TP Hồ Chí Minh,6.8
Nhà mặt phố,80,,,,1,3,2,Đã có sổ,,Nam,,,10/11/2023,,,,"25, Đường Lương Minh Nguyệt",Phường Tân Thới Hòa,Tân Phú,TP Hồ Chí Minh,8
"Nhà ngõ, hẻm",45,,,,2,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Phan Huy ích,Phường 15,Tân Bình,TP Hồ Chí Minh,3.85
Nhà mặt phố,35,5,,,3,3,4,Đã có sổ,,,,,10/11/2023,,,,Đường Liên Khu 4-5,Phường Bình Hưng Hoà B,Bình Tân,TP Hồ Chí Minh,2.5
Nhà mặt phố,200,,,,2,3,3,Đã có sổ,Không có nội thất,,,,10/11/2023,,,,Linh Đông,Phường Linh Đông,TP Thủ Đức,TP Hồ Chí Minh,17
Nhà phố liền kề,65,,,,5,6,Nhiều hơn 6 phòng,Đã có sổ,,Tây Nam,,,10/11/2023,,,,Bình Lợi,Phường 13,Bình Thạnh,TP Hồ Chí Minh,8.5
Nhà mặt phố,279.4,10,,,7,,Nhiều hơn 6 phòng,,Có nội thất,,,,10/11/2023,,,,Nguyễn Văn Trỗi,Phường 15,Phú Nhuận,TP Hồ Chí Minh,52
Nhà mặt phố,120,8.5,,,,3,4,,,,,,10/11/2023,,,,Huỳnh Văn Bánh,Phường 17,Phú Nhuận,TP Hồ Chí Minh,26.9
Nhà mặt phố,48,4,,,3,4,4,Đã có sổ,,,,,10/11/2023,,,,Nguyễn Văn Luông,Phường 11,Quận 6,TP Hồ Chí Minh,5.2
"Nhà ngõ, hẻm",33,3,,,2,2,2,Đã có sổ,,,,,10/11/2023,,,,Tân Hòa Đông,Phường 14,Quận 6,TP Hồ Chí Minh,3.35
"Nhà ngõ, hẻm",60,4.3,,,4,5,,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Ni Sư Huỳnh Liên,Phường 10,Tân Bình,TP Hồ Chí Minh,8.5
"Nhà ngõ, hẻm",65,4.1,,,2,3,,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Lê Văn Sỹ,Phường 11,Phú Nhuận,TP Hồ Chí Minh,9
"Nhà ngõ, hẻm",75.8,,,,3,7,Nhiều hơn 6 phòng,Đã có sổ,,Đông,,,10/11/2023,,,,Thủ Khoa Huân,Phường Bến Thành,Quận 1,TP Hồ Chí Minh,23
"Nhà ngõ, hẻm",70,,,,,3,,,,,,,10/11/2023,,,,Đường Quang Trung,Phường 10,Gò Vấp,TP Hồ Chí Minh,5.5
"Nhà ngõ, hẻm",40.3,3.5,,,3,4,3,Đã có sổ,,,,,10/11/2023,,,,Đường Thích Quảng Đức,Phường 5,Phú Nhuận,TP Hồ Chí Minh,5.95
"Nhà ngõ, hẻm",48,,,,4,4,5,Đã có sổ,,Tây,,,10/11/2023,,,,Phạm Văn Chiêu,Phường 14,Gò Vấp,TP Hồ Chí Minh,4.8
Nhà mặt phố,295.3,,,,2,2,2,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Đường Số 1,Phường Tân Tạo A,Bình Tân,TP Hồ Chí Minh,5.8
Nhà mặt phố,112,,,,,3,3,Đã có sổ,,,,,10/11/2023,,,,Bình Trị Đông,Phường Bình Trị Đông,Bình Tân,TP Hồ Chí Minh,13.5
Nhà mặt phố,260,,,,4,4,5,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Đường Thị Trấn-Tân Hiệp,Xã Tân Hiệp,Hóc Môn,TP Hồ Chí Minh,9.1
Nhà mặt phố,300,,,,1,,Nhiều hơn 6 phòng,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Nguyễn Văn Bứa,Xã Xuân Thới Thượng,Hóc Môn,TP Hồ Chí Minh,0.425
"Nhà ngõ, hẻm",34,,,,2,2,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Thống Nhất,Phường 11,Gò Vấp,TP Hồ Chí Minh,2.8
"Nhà ngõ, hẻm",65,,,,2,3,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Nguyễn Văn Công,Phường 3,Gò Vấp,TP Hồ Chí Minh,5.5
"Nhà ngõ, hẻm",110,4,,,,4,2,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Nguyễn Thị Sáu,Phường Thạnh Lộc,Quận 12,TP Hồ Chí Minh,4
"Nhà ngõ, hẻm",68,4,17,,1,3,2,,,,,,10/11/2023,,,,Quách Điêu,Xã Vĩnh Lộc A,Bình Chánh,TP Hồ Chí Minh,1.245
"Nhà ngõ, hẻm",45,,,,3,4,3,Đã có sổ,Có nội thất,,,,10/11/2023,,,,Hiệp Thành 07,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,2.35
"Nhà ngõ, hẻm",16,,,,1,1,2,Giấy tờ khác,Không có nội thất,,,,10/11/2023,,,,47,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,0.7
Nhà mặt phố,120,,,,6,4,4,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Đường Trịnh Quang Nghị,Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,6.8
Nhà mặt phố,52,4,,,1,2,,Đã có sổ,Có nội thất,,,,10/11/2023,,,,"Trần Não,",Phường An Khánh,TP Thủ Đức,TP Hồ Chí Minh,1.33
"Nhà ngõ, hẻm",35,4,9,,,2,,,,,,,10/11/2023,,,,Đường Phan Đăng Lưu,Phường 1,Phú Nhuận,TP Hồ Chí Minh,6.1
"Nhà ngõ, hẻm",49,,,,,1,,,,,,,10/11/2023,,,,Đoàn Giỏi,Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,3.45
"Nhà ngõ, hẻm",40,,,,1,2,2,Đã có sổ,,Đông Nam,,,10/11/2023,,,,Nguyễn Văn Bứa,Xã Bà Điểm,Hóc Môn,TP Hồ Chí Minh,0.35
Nhà phố liền kề,53,4.5,12,,,3,,,,Bắc,,,10/11/2023,,,,Tx22,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,3.8
