Loại hình nhà ở,Diện tích (m²),Chiều rộng (m),Chiều dài (m),Mặt tiền (m),Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào (m),Ngày đăng,Ngày hết hạn,Loại tin,Tên dự án,Đường/Phố,Phường/Xã/Thị trấn,Quận/Huyện,Tỉnh thành,Mức giá (tỷ)
Chung cư,101,,,,,3,2,Đã có sổ,,,,,10/05/2023,,,,Trường Sa,Phường 12,Quận 3,TP Hồ Chí Minh,5.3
Chung cư,50,,,,,2,1,,,Bắc,Nam,,10/05/2023,,,,"116, Lý Chiêu Hoàng",Phường 10,Quận 6,TP Hồ Chí Minh,1.55
Chung cư,110,,,,,3,,,,,,,10/05/2023,,,,Đường D5,Phường 25,Bình Thạnh,TP Hồ Chí Minh,5
Chung cư,62,,,,,2,2,,,Nam,,,10/05/2023,,,,Liên Phường,Phường Phước Long B,TP Thủ Đức,TP Hồ Chí Minh,2.65
Chung cư,70,,,,,2,2,,,Đông,Tây,,10/05/2023,,,,Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,3.27
Chung cư,80,,,,,2,2,,,,,,10/05/2023,,,,"Lô 13E, 7",Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,1.95
Chung cư,82,,,,,3,2,,,Đông Bắc,,,10/05/2023,,,,Tăng Nhơn Phú,Phường Phước Long B,TP Thủ Đức,TP Hồ Chí Minh,2.6
Chung cư,60,,,,,2,,,,,,,10/05/2023,,,,Ni Sư Huỳnh Liên,Phường 10,Tân Bình,TP Hồ Chí Minh,2.3
Chung cư,77,,,,,2,2,,Không nội thất,,,,10/05/2023,,,,"225, Bến Chương Dương",Phường Cô Giang,Quận 1,TP Hồ Chí Minh,3.5
Chung cư,51,,,,,2,1,,,Tây Bắc,,,10/05/2023,,,,"15A2, Nguyễn Hữu Thọ",Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,2.15
Chung cư,75,,,,,3,2,,,Đông Nam,,,10/05/2023,,,,Liên Phường,Phường Phú Hữu,TP Thủ Đức,TP Hồ Chí Minh,2.3
Chung cư,72,,,,,2,1,Đã có sổ,,,,,10/05/2023,,,,Lê Văn Khương,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,2.95
Chung cư,120.3,,,,,4,2,,,Tây Nam,,,10/05/2023,,,,"LK29, Đường số 45",Phường 14,Gò Vấp,TP Hồ Chí Minh,3.5
Chung cư,52,,,,,2,2,,,Tây,,,10/05/2023,,,,"Chung Cư Miếu Nỗi 18 Tầng, Vũ Huy Tấn",Phường 3,Bình Thạnh,TP Hồ Chí Minh,2.98
Chung cư,56,,,,,1,1,,,,,,10/05/2023,,,,D7,Phường Phú Hữu,TP Thủ Đức,TP Hồ Chí Minh,2.14
Chung cư,40,,,,,1,1,Đã có sổ,,,,,10/05/2023,,,,Hẻm 750A Đường Nguyễn Kiệm,Phường 4,Phú Nhuận,TP Hồ Chí Minh,2.08
Chung cư,64,,,,,2,2,,,,,,10/05/2023,,,,Đường Hồ Học Lãm,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,1.2
Chung cư,60,,,,,2,,Đã có sổ,Có nội thất,,,,10/05/2023,,,,Khu Nhà Ở Phường Hiệp Bình Chánh,Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,2.1
Chung cư,82,,,,,2,2,Đã có sổ,,,,,10/05/2023,,,,Phạm Văn Đồng,Phường 13,Bình Thạnh,TP Hồ Chí Minh,3.2
Chung cư,60,,,,,2,2,,,,,,10/05/2023,,,,Xa Lộ Hà Nội,Phường Thảo Điền,TP Thủ Đức,TP Hồ Chí Minh,4.8
Chung cư,72,,,,,2,2,Đã có sổ,,,,,10/05/2023,,,,Xa Lộ Hà Nội,Phường Thảo Điền,TP Thủ Đức,TP Hồ Chí Minh,2.35
Chung cư,92,,,,,3,,,,Đông,Đông,,10/05/2023,,,,"Khu số 15A1, Nguyễn Hữu Thọ",Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,
Chung cư,60,,,,,2,2,Đã có sổ,,,,,10/05/2023,,,,"686, Xô Viết Nghệ Tĩnh",Phường 25,Bình Thạnh,TP Hồ Chí Minh,3
Chung cư,50,,,,,2,2,,Không nội thất,,,,10/05/2023,,,,"13E, Nguyễn Văn Linh",Xã Phong Phú,Bình Chánh,TP Hồ Chí Minh,0.89
Chung cư,27,,,,,1,1,,,Nam,,,10/05/2023,,,,Vinhomes Grand Park,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.4
Chung cư,74,,,,,2,2,Đã có sổ,Có nội thất,,,,10/05/2023,,,,Đường Võ Văn Kiệt,Phường 16,Quận 8,TP Hồ Chí Minh,1.125
Chung cư,92,,,,,2,2,,,Đông Bắc,,,10/05/2023,,,,"đường số 2, Phạm Hữu Lầu",Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,2.55
Chung cư,161,,,,,3,4,,,Đông,,,10/05/2023,,,,"18.16, Nguyễn Lương Bằng",Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,2.5
Chung cư,70,,,,,2,,,,,,,10/05/2023,,,,Đường Phạm Văn Hai,Phường 3,Tân Bình,TP Hồ Chí Minh,3.2
Chung cư,72,,,,,2,2,,,Đông,Đông,,10/05/2023,,,,Đường Trần Kế Xương,Phường 7,Phú Nhuận,TP Hồ Chí Minh,4.2
Chung cư,38.556,,,,,2,1,,,,,,10/05/2023,,,,Đường Phước Thiện,Phường Long Bình,TP Thủ Đức,TP Hồ Chí Minh,2.5
Chung cư,45,,,,,1,1,Đã có sổ,Có nội thất,,,,10/05/2023,,,,Hương lộ 2,Phường Bình Trị Đông A,Bình Tân,TP Hồ Chí Minh,0.81
Chung cư,54,,,,,2,2,,,Đông Nam,Tây Bắc,,10/05/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,2.35
Chung cư,60,,,,,2,1,,,Bắc,Đông Bắc,,10/05/2023,,,,"251, Hoàng Văn Thụ",Phường 2,Tân Bình,TP Hồ Chí Minh,4.5
Chung cư,72,,,,,2,2,Đang chờ sổ,Không nội thất,,,,10/05/2023,,,,"241/42, Nguyễn Văn Luông",Phường 11,Quận 6,TP Hồ Chí Minh,
Chung cư,180,,,,,3,3,,,Đông Nam,,,10/05/2023,,,,"383, Nguyễn Duy Trinh",Phường Bình Trưng Tây,TP Thủ Đức,TP Hồ Chí Minh,15
Chung cư,61.88,,,,,2,2,,,Đông,Đông,,10/05/2023,,,,"10A, Trần Nhật Duật",Phường Tân Định,Quận 1,TP Hồ Chí Minh,3
Chung cư,79,,,,,2,2,,,Đông Nam,Đông Nam,,10/05/2023,,,,6,Phường Hiệp Bình Phước,TP Thủ Đức,TP Hồ Chí Minh,0.4
Chung cư,200,,,,,2,2,,,Tây Bắc,Tây Bắc,,10/05/2023,,,,Lê Thị Riêng,Phường Thới An,Quận 12,TP Hồ Chí Minh,6.3
Chung cư,60,,,,,2,1,,,,,,10/05/2023,,,,"Lô A9, Nguyễn Xí",Phường 26,Bình Thạnh,TP Hồ Chí Minh,1.8
Chung cư,60,,,,,2,,,,,,,10/05/2023,,,,Thạnh Xuân 13,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,2.323
Chung cư,50,,,,,2,1,,,Đông,,,10/05/2023,,,,"số 88, N1",Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,1.85
Chung cư,75,,,,,2,2,,,Nam,,,10/05/2023,,,,Đường Võ Văn Kiệt,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.99
Chung cư,52,,,,,1,1,Đã có sổ,,Đông,Đông,,10/05/2023,,,,Trường Sa,Phường 12,Quận 3,TP Hồ Chí Minh,2.65
Chung cư,72,,,,,2,1,Đã có sổ,,,,,10/05/2023,,,,Đường Phan Văn Trị,Phường 11,Bình Thạnh,TP Hồ Chí Minh,2.35
Chung cư,61,,,,,2,1,,,,,,10/05/2023,,,,Võ Văn Kiệt,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.9
Chung cư,60,,,,,2,,,,,,,10/05/2023,,,,17A,Phường Bình Trị Đông B,Bình Tân,TP Hồ Chí Minh,2.1
Chung cư,66,,,,,2,2,,,,,,10/05/2023,,,,"239 – 241 – 278, Nguyễn Thị Định",Phường Thạnh Mỹ Lợi,TP Thủ Đức,TP Hồ Chí Minh,1.75
Chung cư,71,,,,,2,2,,,Tây Nam,Tây Nam,,10/05/2023,,,,"B 09, Trần Thái",Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,3.55
Chung cư,71,,,,,2,2,,,,,,10/05/2023,,,,Xa Lộ Hà Nội,Phường An Phú,TP Thủ Đức,TP Hồ Chí Minh,8.6
Chung cư,45,,,,,1,1,,,Tây Nam,,,10/05/2023,,,,"2.06 Lock A1.1, Tỉnh Lộ 10",Xã Vĩnh Lộc B,Bình Chánh,TP Hồ Chí Minh,1.2
Chung cư,35,,,,,1,1,,,,,,10/05/2023,,,,Xô Viết Nghệ Tĩnh,Phường 21,Bình Thạnh,TP Hồ Chí Minh,
Chung cư,57,,,,,2,2,Đã có sổ,,,,,10/05/2023,,,,"7A, Thoại Ngọc Hầu",Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,3.3
Chung cư,88,,,,,3,2,,,Đông,,,10/05/2023,,,,Lý Chiêu Hoàng,Phường 10,Quận 6,TP Hồ Chí Minh,3.5
Chung cư,83,,,,,2,2,,,Nam,,,10/05/2023,,,,Trần Trọng Cung,Phường Tân Thuận Đông,Quận 7,TP Hồ Chí Minh,3.3
Chung cư,52,,,,,2,1,,,Tây Bắc,,,10/05/2023,,,,Đường Hồ Văn Huê,Phường 9,Phú Nhuận,TP Hồ Chí Minh,2.5
Chung cư,118,,,,,3,2,,,Tây,Đông,,10/05/2023,,,,"125/20, Âu Dương Lân",Phường 2,Quận 8,TP Hồ Chí Minh,2.8
Chung cư,68,,,,,2,2,Đã có sổ,,,,,10/05/2023,,,,Lương Định Của,Phường An Phú,TP Thủ Đức,TP Hồ Chí Minh,2.5
Chung cư,72,,,,,2,1,,,,,,10/05/2023,,,,"113/89, An Dương Vương",Phường An Lạc,Bình Tân,TP Hồ Chí Minh,1.8
Chung cư,115,,,,,2,2,,,Đông Nam,,,10/05/2023,,,,Tạ Quang Bửu,Phường 5,Quận 8,TP Hồ Chí Minh,3.9
Chung cư,66,,,,,2,1,Đã có sổ,,,,,10/05/2023,,,,Đường số 2A,Phường Tân Phong,Quận 7,TP Hồ Chí Minh,2.4
Chung cư,67,,,,,2,2,,,,,,10/05/2023,,,,Tân Chánh Hiệp,Phường Tân Chánh Hiệp,Quận 12,TP Hồ Chí Minh,1.92
Chung cư,86.42,,,,,2,2,,,,,,10/05/2023,,,,Võ Văn Ngân,Phường Bình Thọ,TP Thủ Đức,TP Hồ Chí Minh,7.8547062
Chung cư,104,,,,,3,2,,,Bắc,,,10/05/2023,,,,"817, Tạ Quang Bửu",Phường 5,Quận 8,TP Hồ Chí Minh,3.35
Chung cư,60,,,,,2,1,,,Đông Nam,Tây Bắc,,10/05/2023,,,,Đường Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,1.795
Chung cư,60,,,,,2,1,,,Tây,,,10/05/2023,,,,Đường Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,1.85
Chung cư,50,,,,,1,1,,,,,,10/05/2023,,,,Đường Nguyễn Duy Trinh,Phường Bình Trưng Tây,TP Thủ Đức,TP Hồ Chí Minh,1.7
Chung cư,60,,,,,2,,,Có nội thất,,,,10/05/2023,,,,Đường Cao Lỗ,Phường 4,Quận 8,TP Hồ Chí Minh,2.5
Chung cư,64,,,,,2,2,,,Đông,Đông,,10/05/2023,,,,"Số 21/5D, Phan Huy Ích",Phường 14,Gò Vấp,TP Hồ Chí Minh,1.65
Chung cư,130,,,,,3,3,,,Tây Nam,Đông Bắc,,10/05/2023,,,,Lương Định Của,Phường An Khánh,TP Thủ Đức,TP Hồ Chí Minh,3.65
Chung cư,70,,,,,2,2,Đã có sổ,,,,,10/05/2023,,,,Tôn Đức Thắng,Phường Bến Nghé,Quận 1,TP Hồ Chí Minh,8
Chung cư,78,,,,,2,2,,,Tây,,,10/05/2023,,,,Lý Chiêu Hoàng,Phường 10,Quận 6,TP Hồ Chí Minh,3
Chung cư,65,,,,,2,2,Đã có sổ,,,,,10/05/2023,,,,"171A, Hoàng Hoa Thám",Phường 13,Tân Bình,TP Hồ Chí Minh,2.7
Chung cư,69,,,,,2,1,,,Đông Bắc,,,10/05/2023,,,,"s1-07-2805, Nguyễn Xiển",Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,2.7
Chung cư,76,,,,,2,2,Đã có sổ,,,,,10/05/2023,,,,Trường Sa,Phường 12,Quận 3,TP Hồ Chí Minh,3.2
Chung cư,66,,,,,2,,Đã có sổ,,,,,10/05/2023,,,,Nguyễn Đình Chính,Phường 11,Phú Nhuận,TP Hồ Chí Minh,3.2
Chung cư,135,,,,,3,2,,,Đông,,,10/05/2023,,,,Đường Phạm Văn Nghị,Phường Tân Phong,Quận 7,TP Hồ Chí Minh,5.09
Chung cư,65,,,,,2,2,,,Đông Bắc,Tây Nam,,10/05/2023,,,,KĐT Vinhomes Grand Park,Phường Long Bình,TP Thủ Đức,TP Hồ Chí Minh,3
Chung cư,60,,,,,2,1,,,Bắc,,,10/05/2023,,,,"409, Đường 23",Phường Hiệp Bình Chánh,TP Thủ Đức,TP Hồ Chí Minh,1.95
Chung cư,60,,,,,2,2,Đã có sổ,,,,,10/05/2023,,,,"91, Phạm Văn Hai",Phường 3,Tân Bình,TP Hồ Chí Minh,3
Chung cư,56,,,,,1,1,,,Nam,Bắc,,10/05/2023,,,,"15, Vũ Huy Tấn",Phường 3,Bình Thạnh,TP Hồ Chí Minh,2.15
Chung cư,48,,,,,2,2,Đã có sổ,Có nội thất,,,,10/05/2023,,,,Quốc lộ 1A,Phường An Lạc A,Bình Tân,TP Hồ Chí Minh,1.5
Chung cư,58,,,,,2,2,,Có nội thất,,,,10/05/2023,,,,Tăng Nhơn phú,Phường Phước Long B,TP Thủ Đức,TP Hồ Chí Minh,1.95
Chung cư,90,,,,,2,3,Đã có sổ,,,,,10/05/2023,,,,Lê Văn Khương,Phường Tân Thới Hiệp,Quận 12,TP Hồ Chí Minh,5
Chung cư,79,,,,,2,2,Đã có sổ,,,,,10/05/2023,,,,Điện Biên Phủ,Phường 22,Bình Thạnh,TP Hồ Chí Minh,6.4
Chung cư,63,,,,,2,2,,,,,,10/05/2023,,,,Xa Lộ Hà Nội,Phường Thảo Điền,TP Thủ Đức,TP Hồ Chí Minh,4.8
Chung cư,100,,,,,3,2,,,,,,10/05/2023,,,,Phố 66,Phường Thảo Điền,TP Thủ Đức,TP Hồ Chí Minh,5.8
Chung cư,59,,,,,2,1,Đang chờ sổ,,,,,10/05/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,2.3
Chung cư,153.6,,,,,4,,,,Tây Bắc,,,10/05/2023,,,,Nguyễn Hữu Cảnh,Phường 1,Bình Thạnh,TP Hồ Chí Minh,17.5
Chung cư,80,,,,,2,2,,,Đông Bắc,,,10/05/2023,,,,Đào Trinh Nhất,Phường Linh Tây,TP Thủ Đức,TP Hồ Chí Minh,2.4
Chung cư,62,,,,,2,1,,,Tây,Đông,,10/05/2023,,,,Bàu Cát 7,Phường 14,Tân Bình,TP Hồ Chí Minh,1.8
Chung cư,102.92,,,,,3,2,,,,,,10/05/2023,,,,138,Phường Tân Phú,TP Thủ Đức,TP Hồ Chí Minh,2.77884
Chung cư,70,,,,,2,2,Đã có sổ,,,,,10/05/2023,,,,Cộng Hòa,Phường 12,Tân Bình,TP Hồ Chí Minh,3.2
Chung cư,67,,,,,2,2,Đã có sổ,,,,,10/05/2023,,,,"91, Phạm Văn Hai",Phường 3,Tân Bình,TP Hồ Chí Minh,3.2
Chung cư,69,,,,,2,2,Giấy tờ khác,Không nội thất,,,,10/05/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,2.95
Chung cư,86,,,,,2,2,,,,,,10/05/2023,,,,"171A, Hoàng Hoa Thám",Phường 13,Tân Bình,TP Hồ Chí Minh,4.1
Chung cư,55.5,,,,,2,1,,,Nam,,,10/05/2023,,,,"908, Đường Số 3",Phường Tân Tạo A,Bình Tân,TP Hồ Chí Minh,1.55
Chung cư,123,,,,,,,,,,,,10/05/2023,,,,Hoàng Văn Thụ,Phường 8,Phú Nhuận,TP Hồ Chí Minh,19.5
Chung cư,50,,,,,2,2,Đang chờ sổ,Bàn giao thô,,,,10/05/2023,,,,Đường Lý Chiêu Hoàng,Phường 10,Quận 6,TP Hồ Chí Minh,0.9
Chung cư,62,,,,,2,1,Đã có sổ,,,,,10/05/2023,,,,Trương Đình Hội,Phường 16,Quận 8,TP Hồ Chí Minh,1.8
Chung cư,53.2,,,,,1,1,Đang chờ sổ,,Tây,Tây,,10/05/2023,,,,"Số 4, Số 4 Đường Đào Trí",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,2.05
Chung cư,70,,,,,2,,,,,,,10/05/2023,,,,Đường Trịnh Đình Thảo,Phường Hòa Thạnh,Tân Phú,TP Hồ Chí Minh,2.7
Chung cư,40,,,,,1,1,,,Tây Nam,,,10/05/2023,,,,"Số 207, Nguyễn Xí",Phường 26,Bình Thạnh,TP Hồ Chí Minh,2.3
Chung cư,57,,,,,2,2,,,Đông Nam,,,10/05/2023,,,,Đường Nguyễn Thị Búp,Phường Hiệp Thành,Quận 12,TP Hồ Chí Minh,2.05
Chung cư,110,,,,,4,,,,Đông,Tây Bắc,,10/05/2023,,,,"1177, Đường Huỳnh Tấn Phát",Phường Phú Thuận,Quận 7,TP Hồ Chí Minh,3.3
Chung cư,66.1,,,,,2,1,,,Đông Bắc,,,10/05/2023,,,,"159, Điện Biên Phủ",Phường 15,Bình Thạnh,TP Hồ Chí Minh,2.995
Chung cư,55,,,,,2,1,,,Đông,,,10/05/2023,,,,"18, Nguyên Hồng",Phường 1,Gò Vấp,TP Hồ Chí Minh,2.4
Chung cư,100.7,,,,,3,2,,,,,,10/05/2023,,,,"299, Liên Phường",Phường Phú Hữu,TP Thủ Đức,TP Hồ Chí Minh,2.9
Chung cư,63,,,,,2,1,,,Tây,Đông Bắc,,10/05/2023,,,,Nguyễn Hữu Thọ,Phường Tân Hưng,Quận 7,TP Hồ Chí Minh,3.79
Chung cư,77,,,,,2,,Đã có sổ,Có nội thất,,,,10/05/2023,,,,Đường Võ Văn Kiệt,Phường Cầu Kho,Quận 1,TP Hồ Chí Minh,11
Chung cư,62,,,,,2,1,,,,,,10/05/2023,,,,"468, Phan Văn Trị",Phường 7,Gò Vấp,TP Hồ Chí Minh,1.75
Chung cư,75,,,,,2,,Đang chờ sổ,,,,,10/05/2023,,,,CELADON CITY,Phường Sơn Kỳ,Tân Phú,TP Hồ Chí Minh,3
Chung cư,33,,,,,1,1,,,Tây Nam,Đông Bắc,,10/05/2023,,,,Nguyễn Xiển,Phường Long Thạnh Mỹ,TP Thủ Đức,TP Hồ Chí Minh,1.38
Chung cư,70,,,,,2,,,,,,,10/05/2023,,,,Cao Đạt,Phường 1,Quận 5,TP Hồ Chí Minh,2.8
Chung cư,35,,,,,1,1,,,Bắc,,,10/05/2023,,,,"117/80, Hồ Văn Long",Phường Tân Tạo,Bình Tân,TP Hồ Chí Minh,0.58
Chung cư,55,,,,,1,,,,Đông,Đông,,10/05/2023,,,,Huỳnh văn chín,Phường Phú Trung,Tân Phú,TP Hồ Chí Minh,1.5
Chung cư,78.91,,,,,3,2,,,,,,10/05/2023,,,,Đường Trịnh Quan Nghị,Phường 7,Quận 8,TP Hồ Chí Minh,2.3
Chung cư,73,,,,,2,2,,,Đông,Tây,,10/05/2023,,,,Võ Văn Kiệt,Phường 16,Quận 8,TP Hồ Chí Minh,2.2
Chung cư,94,,,,,2,2,,,Đông,,,10/05/2023,,,,11,Phường 11,Quận 6,TP Hồ Chí Minh,3.9
Chung cư,65,,,,,2,1,,,Nam,,,10/05/2023,,,,Xô Viết Nghệ Tĩnh,Phường 21,Bình Thạnh,TP Hồ Chí Minh,2.85
Chung cư,77,,,,,3,2,,,Bắc,Nam,,10/05/2023,,,,"265-197, Trung Sơn",Xã Bình Hưng,Bình Chánh,TP Hồ Chí Minh,3.85
Chung cư,34,,,,,1,1,,,Đông Nam,,,10/05/2023,,,,"16, Phổ Quang",Phường 2,Tân Bình,TP Hồ Chí Minh,1.69
Chung cư,70,,,,,2,,,,,,,10/05/2023,,,,Cao Đạt,Phường 1,Quận 5,TP Hồ Chí Minh,2.8
Chung cư,44,,,,,1,1,Đã có sổ,,,,,10/05/2023,,,,"18a520, Khuông Việt",Phường Phú Trung,Tân Phú,TP Hồ Chí Minh,1.3
Chung cư,110,,,,,3,,,,,,,10/05/2023,,,,Trường Sa,Phường 12,Quận 3,TP Hồ Chí Minh,4.95
Chung cư,72,,,,,2,2,Đã có sổ,,,,,10/05/2023,,,,Bến Vân Đồn,Phường 1,Quận 4,TP Hồ Chí Minh,3.2
Chung cư,48.5,,,,,1,,,,,,,10/05/2023,,,,Mai Chí Thọ,Phường An Phú,TP Thủ Đức,TP Hồ Chí Minh,2.55
Chung cư,52,,,,,2,1,,,,,,10/05/2023,,,,Số 3,Phường Tân Tạo A,Bình Tân,TP Hồ Chí Minh,1.55
Chung cư,95,,,,,2,2,,,,,,10/05/2023,,,,"B908, Cầu vượt Tỉnh lộ 10",Phường Tân Tạo A,Bình Tân,TP Hồ Chí Minh,1.9
Chung cư,57,,,,,2,1,,,,,,10/05/2023,,,,Thạnh Xuân 13,Phường Thạnh Xuân,Quận 12,TP Hồ Chí Minh,2.45
Chung cư,90,,,,,2,2,Đã có sổ,Có nội thất,,,,10/05/2023,,,,"Đường số 5, Khu Bàu Cát 2",Phường 10,Tân Bình,TP Hồ Chí Minh,3
Chung cư,110,,,,,2,,,,,,,10/05/2023,,,,Đường Nguyễn Phúc Nguyên,Phường 10,Quận 3,TP Hồ Chí Minh,4.8
Chung cư,92,,,,,2,2,,,,,,10/05/2023,,,,"346, Bến Vân Đồn",Phường 1,Quận 4,TP Hồ Chí Minh,2.65
Chung cư,69,,,,,2,1,,,Tây Nam,,,10/05/2023,,,,"537, Đường Nguyễn Duy Trinh",Phường Bình Trưng Đông,TP Thủ Đức,TP Hồ Chí Minh,2.75
Chung cư,72,,,,,2,1,Đã có sổ,,,,,10/05/2023,,,,Đường Phan Văn Trị,Phường 11,Bình Thạnh,TP Hồ Chí Minh,2.35
Chung cư,65,,,,,2,2,,,Tây Bắc,,,10/05/2023,,,,"22/14, Phan Văn Hớn",Phường Tân Thới Nhất,Quận 12,TP Hồ Chí Minh,2.32
Chung cư,63,,,,,2,2,,,Đông,,,10/05/2023,,,,Hoàng Quốc Việt,Phường Phú Mỹ,Quận 7,TP Hồ Chí Minh,3
Chung cư,36.5,,,,,1,1,Đã có sổ,Không nội thất,,,,10/05/2023,,,,Nguyễn Thiện Thuật,Phường 1,Quận 3,TP Hồ Chí Minh,3.3
Chung cư,68,,,,,2,2,Đã có sổ,Có nội thất,,,,10/05/2023,,,,2A Nguyễn Sỹ Sách,Phường 15,Tân Bình,TP Hồ Chí Minh,1.6
Chung cư,76,,,,,2,2,,,Tây Nam,Tây Nam,,10/05/2023,,,,"360G - 360Bis, Bến Vân Đồn",Phường 1,Quận 4,TP Hồ Chí Minh,3.1
Chung cư,52,,,,,2,1,,,Tây,,,10/05/2023,,,,"Chung Cư Miếu Nỗi 18 Tầng, Vũ Huy Tấn",Phường 3,Bình Thạnh,TP Hồ Chí Minh,2.98
Chung cư,70,,,,,2,2,,,,,,10/05/2023,,,,Hồng Hà,Phường 2,Tân Bình,TP Hồ Chí Minh,3.85
Chung cư,52,,,,,2,1,,,Đông Nam,Đông Nam,,10/05/2023,,,,Đường Đinh Bộ Lĩnh,Phường 15,Bình Thạnh,TP Hồ Chí Minh,
Chung cư,71,,,,,2,2,,,,,,10/05/2023,,,,Đường DN6,Phường Tân Hưng Thuận,Quận 12,TP Hồ Chí Minh,1.65
Chung cư,70,,,,,2,,,,,,,10/05/2023,,,,Đường Âu Cơ,Phường Tân Thành,Tân Phú,TP Hồ Chí Minh,2.9
Chung cư,60,,,,,2,,,,,,,10/05/2023,,,,"79, Võ Văn Kiệt",Phường An Lạc,Bình Tân,TP Hồ Chí Minh,2.8
Chung cư,91,,,,,2,2,,,Tây Nam,Tây Nam,,10/05/2023,,,,Nguyễn Duy Trinh,Phường Bình Trưng Tây,TP Thủ Đức,TP Hồ Chí Minh,2.75
Chung cư,157,,,,,4,2,,,,,,10/05/2023,,,,Nguyễn Hữu Thọ,Phường 22,Bình Thạnh,TP Hồ Chí Minh,25
Chung cư,86,,,,,3,,Đang chờ sổ,Có nội thất,,,,10/05/2023,,,,An Dương Vương,Phường An Lạc,Bình Tân,TP Hồ Chí Minh,4.5
Chung cư,71,,,,,2,2,,,Tây Nam,Đông Nam,,10/05/2023,,,,3,Phường An Phú,TP Thủ Đức,TP Hồ Chí Minh,4.1
Chung cư,66.33,,,,,3,2,,,Nam,Nam,,10/05/2023,,,,"728, nguyễn trãi",Phường 11,Quận 5,TP Hồ Chí Minh,2.1
Chung cư,48.3,,,,,2,1,,,Đông Bắc,,,10/05/2023,,,,"Chung Cư Hồ Văn Huê 43, Đường Hồ Văn Huê",Phường 9,Phú Nhuận,TP Hồ Chí Minh,2.13
Chung cư,45,,,,,1,1,,,Tây Nam,,,10/05/2023,,,,"216, CHUNG CU CACH MANG THANG 8",Phường 12,Tân Bình,TP Hồ Chí Minh,1.95
Chung cư,65,,,,,2,2,Đã có sổ,Có nội thất,,,,10/05/2023,,,,Hoàng Hoa Thám,Phường 13,Tân Bình,TP Hồ Chí Minh,2.95
Chung cư,78,,,,,2,2,,,,,,10/05/2023,,,,Điện Biên Phủ,Phường 22,Bình Thạnh,TP Hồ Chí Minh,10.85
Chung cư,77,,,,,2,2,Đã có sổ,Không nội thất,,,,10/05/2023,,,,"225, Bến Chương Dương",Phường Cô Giang,Quận 1,TP Hồ Chí Minh,3.5
Chung cư,110,,,,,3,2,,,Đông Nam,,,10/05/2023,,,,Nguyễn Phúc Nguyên,Phường 10,Quận 3,TP Hồ Chí Minh,4.6
Chung cư,70,,,,,2,2,,Có nội thất,,,,10/05/2023,,,,"341/13A, Khuông Việt",Phường Phú Trung,Tân Phú,TP Hồ Chí Minh,2.65
Chung cư,72,,,,,3,3,Đã có sổ,,,,,10/05/2023,,,,Hoàng Phan Thái,Xã Bình Chánh,Bình Chánh,TP Hồ Chí Minh,0.75
Chung cư,72,,,,,2,2,,,Đông,Đông,,10/05/2023,,,,Đường Trần Kế Xương,Phường 7,Phú Nhuận,TP Hồ Chí Minh,4.2
Chung cư,70,,,,,2,2,,,,,,10/05/2023,,,,An Phú,Phường An Phú,TP Thủ Đức,TP Hồ Chí Minh,4.6
Chung cư,99,,,,,3,,,,Nam,Bắc,,10/05/2023,,,,Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,TP Hồ Chí Minh,4.1
Chung cư,50,,,,,1,1,,,,,,10/05/2023,,,,6,Phường Hiệp Bình Phước,TP Thủ Đức,TP Hồ Chí Minh,
Chung cư,70,,,,,2,,,,,,,10/05/2023,,,,Ni Sư Huỳnh Liên,Phường 10,Tân Bình,TP Hồ Chí Minh,2.3
